Tid,Label,tweet
1650623,1,"Anacortes bucks got racks like a black bitch, dwammm"
1650624,1,And I can't be known for fucking wit a trash bitch.
1650625,1,"And I lick it after you clean it , eat pussy like a dyke but I fuck like a demon &#128545;&#128166;"
1650626,0,And I wanna say something SOOOOOO bad to these two cunts on Twitter eh..
1650627,1,And I was like yeah bitch
1650628,0,And I'm definitely top 3 at makin beats in the city but y'all niggers love your trap beats so y'all probably won't admit that
1650629,1,And I'm out bout $50 .. These hoes be pimping me man &#128514;
1650630,1,And I'm steady tellin dis bitch gtfo my face
1650631,1,And I've had enough. Unfollowing dat ass bitch
1650632,1,And a hoe gon be a hoe regardless
1650633,1,And bitch I ain't bout to debate with Ya funky ass either.
1650634,1,And by YALL I mean.... Whoever running back telling tunchi wtf I'm doing that's not my nigga dog niggas nd bitches &#128175;
1650635,1,And da hoes!! RT @Pr3ttyN33: I kno u hear vodka n the background &#127908;
1650636,1,And dis nicca still rapping
1650637,1,And dis shit is for the birds 2 http://t.co/o1pKDhYAX9
1650638,1,And don't come to my mf house honking ur damn horn. Get tf out the car &amp; ring my bell bitch.
1650639,1,"And even if the sky come fallin, bitch ima still be high. I got faith in my weed man"
1650640,1,"And gabby was steady walking off laughing, I'm like bitch really &#128548; , if she ever fall around me I'ma get in my car and leave her there"
1650641,1,And get my self a bad bitch thats loyal and one hunnid
1650642,1,And girl I've been thinkin of ways thinkin of new ways to beat that pussy down .
1650643,1,"And girl that pussy ain't shit to me, baby girl roll up and get high"
1650644,1,And ha bitch break down my weed sometimes
1650645,1,"And here standing in the red corner @John_Mayer_69 weighing 145lbs the pussy destroying champion of the world, Adam nobodyknowshisrace smith"
1650646,1,"And honestly I'm a social hoe. I'll talk to any and everybody. Nowhere in there did I said fuck, suck, and trap."
1650647,1,And i aint neva gave a fucc about a bitch boy !
1650648,1,"And i didn't wanna come off as a bitch, so I took another hit, now I think I'm feeling to high"
1650649,1,"And if u aint a ho, GET UP OUT MY TRAP HOUUUSE!"
1650650,1,And if yu ever need a shoulder to cry on I won't be there cus I'm on my fuck that bitch shit
1650651,1,And ima dream about 4 fat bitches stuck in a mini van on a hot summer day
1650652,1,And it's always the black bitches that's constantly late AF for no reason. Couldn't refuse the ladies in free til 12 &amp; $1 shots
1650653,2,And it's gotta be some ghetto fool :/
1650654,1,And just like me that bitch loaded.
1650655,1,And little bitch ass @_TriggaPlease_
1650656,1,And mad hoes you can ask Beavis I get nothing butthead
1650657,1,And my bitch gon' blast and she got the ass like... http://t.co/yzJVcu77nF
1650658,1,And my mom was really getting me a car smh hoe f u for dat
1650659,1,And niccas are 38 HOT if they paid 20 bucks for that Pay-Per-View......
1650660,2,And now Jihadis bragging about a massive bombing in Sadr city in Baghdad. #Iraq #onslaught
1650661,1,And now lookin ass niggas and lookin ass bitches will be the terms of 2014. Will be overused &amp; abused in every fucking way
1650662,2,And of course some rascally #teabagger on the radio is blaming the 19 dead AZ firefighters on #biggovernment. Oy vey. #tcot #p2 #teaparty
1650663,1,And remember---always be the person you're born to be. You don't have to be queer to take something from that message. #NationalComingOutDay
1650664,1,And since im gino marley my bitch just flew from Japan
1650665,1,And someone from my class is literally sitting across from me on the bus so I can't even call dad and bitch
1650666,0,And the Jew @Deuterostomes favorited my tweet though. Lol. Don't have anymore time for this trash.
1650667,1,And them niggas pussies...cameltoes &#128514;
1650668,1,And these hoes ain't as good as they look..I need to take my own advice doee cause If that pusxy good then I'm good &#128569;
1650669,1,And vice versa RT @_Kimchanel_: 9/10 he has hoes
1650670,1,And weres bitch boy ?
1650671,1,And when I say DOH DOH DOH DOH bitch that be Kdot
1650672,1,"And when bitches be like ""me and him against the world!"" bitch don't nobody even know y'all together -_- nobody hating."
1650673,2,And where do you think unsold items from thrift stores go? The garbage. Think of all the great games that are in trash dumps as we speak :(
1650674,1,"And you a bitch.. Even when you say you love me, you a bitch. I pray you crash like Caroline into a ditch."
1650675,1,"And you adopted bitch? I don't give a fuck what kind of ""Mental illness"" they claimin imma kill ya"
1650676,1,And you kno we the opposite of down bitch we up http://t.co/qkFYwnFZqu
1650677,1,"And you&#8217;re a bitch RT @FuckingPatBro: @Thotcho you&#8217;re a little fucking worm you know that,"
1650678,1,Angel stop rting that fugly bitch
1650679,2,Anglo-Saxon Mike Oz
1650680,0,Ankles &#128128;&#128514;&#8220;@Saina_faal: &#8220;@martian_Mulah: Hood bitches with long weave is the worst thing ever&#8221; weave that be touching their ashy ankles &#128567;&#8221;
1650681,1,Annie.. You crazy hoe &#128514;&#128514;&#128514;
1650682,1,Annnnd you're a dyke. &#9995;
1650683,2,Annoying yelling bint next door has locked herself out.
1650684,1,Another bad bitch fuck her for a hour another cigarette another nut another shower
1650685,1,"Another high point was a Hungarian calling me ""cheat fuck"" and ""cheat pussy"" for doing well."
1650686,1,Another long mornin smh...Thank God a nicca out here to see it tho real shit
1650687,2,"Another major development in the Jihadi circles: Al Maqdisi, hardcore jihadi theorist asks specifically for relief &amp; aid workers&#8217; release"
1650688,1,"Another nigga hoe is another nigga problem.
@JoseGuapo been had hits."
1650689,2,Another season of retweeting every one of @nikaaaa3 's Yankee tweets! &#128514;&#128514;&#128514;&#128514;
1650690,1,Another woman ain't gon keep me coming. Girl these hoes ain't got nothing on ya
1650691,1,Any bitch who show up Friday looking like the bitch from the ring I'm punching straight in the face.
1650692,1,"Any dope nigga or pretty chick is gon have people wantin their attention.. Y'all gotta grow up with that ""you got hoes"" shit.."
1650693,1,"Any man even considering plastic surgery is gay gay gay imagine ya boy say ""I'd get more hoes then u after I get these new lips"" &#128514;&#128514;&#128514;"
1650694,1,Any nicca gettin it n da ass is a fag! &#8220;@CruellaDeTrill: Howw? Please explain this twitter logic. I'm confused. &#128553; @Im_Yung_Jay @YuTwatching&#8221;
1650695,1,Any person that puts anybody else's business out there for whatever reason is a bitch.
1650696,1,Any pregnant bitches at centreville I should know about in about to move there next ... &#8212; Idk.. I dont go to cville http://t.co/Hq4Q6zfwjh
1650697,1,Any pussy I had I can get again!
1650698,2,"Any solution to ZOG which doesn't deal with demographics - only laws - is no solution.
#NorthwestImperative
http://t.co/Vhy5s2apCn"
1650699,1,Any where the $$$ at is where the pussy go...
1650700,2,Anyone want some absolutely amazing and deliciously fresh perfect monkey bread? &#128586;&#128584;
1650701,1,"Anyone want to share their thoughts on their mock draft?? Just kidding. SHUT YOUR FILTHY DAMNED MOUTH, YOU CLODS."
1650702,0,Anyone who came to the US as an indentured servant is white trash.
1650703,1,Anytime somebody say u wan hear a funny that shit gon be trash..
1650704,0,Apaches' 30 MM rounds turn Jihadis into tomato soup @MarkRothschild1 @Rockprincess818 @NoFear3136 @Lanna70115
1650705,1,"Apologizing in advance for my actions, I'm thee biggest bitch when I'm studying &#128522;&#128299;"
1650706,2,"Apolonia Gardner of Imperial, CA misspells ""phalarope"" - a bird that resembles a sandpiper. The dreaded schwa! #spellingbee"
1650707,2,"Apparently I got chunky for my bday. Worse bday present ever. Lol. 
#diettime"
1650708,2,Apparently im a honky. Pfft. Like that's a bad thing.
1650709,1,Apparently not wanting to trade your Nitro M4 in CSGO makes you a collossal faggot.
1650710,1,"Apparently, saying something nice to someone these days means you're trying to stick them with your poker. Get over yourselves bitches."
1650711,2,Apple need to add some colored emoji
1650712,1,"Apple sauce, bitch."
1650713,2,Appropriately this guy wears the WV yellow Rick James on his face. @BarkingCarnival http://t.co/SGb9rYvdmb
1650714,1,Are pet guinea pig is about to die this fucking blows :/
1650715,2,Are poor little guinea pig died :(
1650716,1,Are you nigguhs saying you want Donald trump as prez? That nigguh don't understand real american struggles &#128514;
1650717,1,Are you single but your pussy is in a relationship?
1650718,2,"Are you tired of the ""mock drafts""? Let's just do this: If Clowney is not the 1st pick, who thinks Round 1 becomes ""chaos""? #ShowOfHands"
1650719,2,Aren't these little border jumpers supposed to be in school
1650720,1,Argue to make up. Not to break up &amp; get back together that's retarded in my eyes
1650721,1,Arguing over a bitch with a glued on butt
1650722,1,Arod like ugly bitches that like to fuck
1650723,2,Arroz con pollo
1650724,1,Arturo keeps calling me ghetto &#128532;
1650725,2,"As Chanice say that, I realize the coons move from drinking Moet to Belaire. All yuh feel all yuh so fancy with all yuh $30 champagne eh"
1650726,1,"As I tweeted before any man telling me to go to the kitchen this season could tell his mom that, father probably wouldn't of left..bitch"
1650727,1,"As a girlfriend I'm NEVER getting close to my boyfriend friends , cause they can be telling me one thing , and telling these hoes another."
1650728,1,"As a girlfriend, you gotta accept the fact hoes gone be all up in his face. But as a boyfriend, he better let them hoes know wassup."
1650729,1,As a man ... I feel like you a bitch if you living off a female . Havin her buy all yo shit fucc that never be dependent on someone
1650730,0,As always Eli has the stupid hick hayseed look on his face Giants fans kill yaselves it's gonna be a&#8230; http://t.co/JcYZzMKCfu
1650731,1,As good as Percy Harvin and Peyton on the same team sound&#8230; That&#8217;s so retarded lmao
1650732,1,As if it WASNT gon get Bacc to me &#128514;&#128557; bitch your outta your fuccing mind
1650733,1,As long as you gon feed me pussy when I get the munchies &#128586;
1650734,1,As of today im cutting muthafuckas off bitches/niggas that never show love or just temporary people iont need um
1650735,2,As soon as a Democrat gets a chance to ? the political hack #foxnews goes to commercial then back with Bolton LMAO #teabaggers #benghazi
1650736,1,As soon as a bitch think shit sweet.... Give em wat they been asking for!
1650737,1,As soon as bitches get on a come up you got that one bitch that CANT Wait to tell ppl your downfall before the come up &#128528;&#128528;. #Haters
1650738,0,As soon as we left Iraq all these towel heads think they can fucking barge in and take over what we worked so hard to set up. Pisses me off.
1650739,1,Asha had a little voice in my head telling me to fuck with these hoes. Wasn't kendra &#128524;
1650740,1,Asha my bitch doe &#128553;&#128076;
1650741,1,Ask a bitch in 2014 if she would rather have JESUS than silver &amp; gold I bet u she tell a lie.
1650742,1,Ask around n the streets bitch bout Jay
1650743,2,Ask the governor how we are supposed to pay for this? Typical #teabagger mentality. Government is EVIL until we need them LOL #morningjoe
1650744,1,Ask tht bitch when she gon let a yung nigga blast tht ass
1650745,1,Ask your bitch about me she turns into dori. &#128032;
1650746,1,"At 6'0? Good luck Nh nh RT @UnnagroundKing: I'm 6'0, 150. One of you bitches better reproduce with me. I can give you an athlete."
1650747,1,At Dunkin donuts and every time somebody walked in I either yelled ratchet or hoe and so me and my brother got kicked out &#128514;&#128514;&#128514;
1650748,2,At a point where I've got to make a tough life decision. Ice black translucent sole or solid black sole on my KD VI's. Blk or orange airbag
1650749,2,At all my ritz crackers. Idk what to do with myself anymore.
1650750,1,At least ima a faithful bitch &#128524;
1650751,2,At pussy cat lounge killin it with my girlz @blaqdior and @hpmiss
1650752,1,At the MLK march tryna find a man bitch we see U
1650753,1,At the Mexican laundry mat and it's PACKED denna hoe
1650754,1,"At the bar in downey wit my uncle, this niggah faded hopefully he doesnt get us into a fight lmao"
